Club Number,District,Division,Area,Club Name,Club Status,Base Membership,Active Membership,Goals Met,Distinguished Status,Total New Members,September Renewals,September Renewals %,September Renewal Status,March Renewals,March Renewals %,March Renewal Status,Total Payments,July,August,September,October,November,December,January,February,March,April,May,June,Smedley Award Eligibility,Smedley Award Goal,Talk Up Eligibility,Talk Up Goal,Beat the Clock Eligibility,Beat the Clock Goal
28678720,121,B,01,Acharyas Speaking Forum,Ineligible,20.0,0.0,5.0,-,0.0,20.0,1.0,Active,0.0,0.0,Renewals not here,20.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678997,121,B,01,Paychex Catalyst Crew 2,Ineligible,55.0,0.0,2.0,-,18.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,73.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
547,121,B,02,deejays Toastmasters,Active,20.0,10.0,5.0,-,6.0,12.0,0.6,Active,10.0,0.5,Active,28.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7734175,121,B,02,Republic of Toastmasters,Active,20.0,20.0,10.0,Yes,23.0,8.0,0.4,Active,10.0,0.5,Active,41.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677183,121,B,02,Titans Toastmasters Club,Active,16.0,13.0,4.0,-,10.0,14.0,0.875,Active,9.0,0.5625,Active,33.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678400,121,B,02,Voices of Pearson Toastmasters Club,Active,34.0,23.0,5.0,Yes,23.0,26.0,0.7647,Active,11.0,0.3235,Active,60.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678746,121,B,02,The Orator's Society,Suspended,50.0,0.0,0.0,-,0.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
6975394,121,B,03,Toastmasters of HP,Active,20.0,28.0,10.0,Yes,22.0,13.0,0.65,Active,18.0,0.9,Active,53.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7908984,121,B,03,RCB Griffin,Active,29.0,25.0,10.0,Yes,13.0,19.0,0.6552,Active,12.0,0.4138,Active,44.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7908988,121,B,03,RCB Pegasus,Active,27.0,25.0,10.0,Yes,13.0,17.0,0.6296,Active,12.0,0.4444,Active,42.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7908991,121,B,03,RCB Phoenix,Active,25.0,8.0,8.0,-,0.0,14.0,0.56,Active,8.0,0.32,Active,22.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678996,121,B,03,Paychex Catalyst Crew 1,Ineligible,21.0,0.0,2.0,-,16.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,37.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28679255,121,B,03,Aurigo Toastbusters,Suspended,26.0,0.0,1.0,-,0.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,26.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
5868577,121,B,04,Bosch Raconteurs,Active,25.0,23.0,10.0,Yes,12.0,21.0,0.84,Active,18.0,0.72,Active,51.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
5998569,121,B,04,BMC Bengaluru Toastmasters Club,Active,8.0,8.0,4.0,-,4.0,8.0,1.0,Active,6.0,0.75,Active,18.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7934414,121,B,04,V R Advanced Toastmasters,Active,25.0,20.0,7.0,Yes,5.0,15.0,0.6,Active,18.0,0.72,Active,38.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677046,121,B,04,Bosch Adugodi,Active,18.0,18.0,5.0,-,16.0,9.0,0.5,Active,11.0,0.6111,Active,36.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
1389390,121,C,01,IIMB Orators Club,Active,58.0,59.0,10.0,Yes,14.0,52.0,0.8966,Active,53.0,0.9138,Active,119.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7514725,121,C,01,LKQI Toastmasters Club,Active,20.0,9.0,5.0,-,8.0,9.0,0.45,Active,3.0,0.15,Active,20.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7762021,121,C,01,Christ Toastmasters Club,Active,15.0,9.0,9.0,-,7.0,13.0,0.8667,Active,7.0,0.4667,Active,27.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678373,121,C,01,Sense-say-tional Toastmasters,Low,20.0,6.0,2.0,-,2.0,12.0,0.6,Active,5.0,0.25,Low,19.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
9639,121,C,02,Mecon Communication Club,Active,39.0,39.0,10.0,Yes,26.0,26.0,0.6667,Active,33.0,0.8462,Active,85.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
4329635,121,C,02,Tarento India Toastmasters Club,Active,22.0,17.0,3.0,-,7.0,14.0,0.6364,Active,12.0,0.5455,Active,33.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
6584495,121,C,02,The Impressions,Suspended,8.0,0.0,0.0,-,0.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28675687,121,C,02,"School of Commerce, Jain University Toastmasters",Active,16.0,16.0,5.0,-,13.0,7.0,0.4375,Active,12.0,0.75,Active,32.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
2188958,121,C,03,Koramangala Toastmasters Club,Active,46.0,46.0,10.0,Yes,32.0,39.0,0.8478,Active,39.0,0.8478,Active,110.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
6636162,121,C,03,BTM Toastmasters Club,Active,30.0,29.0,10.0,Yes,19.0,20.0,0.6667,Active,19.0,0.6333,Active,58.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
6636175,121,C,03,Clinisys Toastmasters Club,Active,10.0,13.0,3.0,-,14.0,5.0,0.5,Active,6.0,0.6,Active,25.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28676357,121,C,03,Ascend Trailblazers Toastmasters Club,Suspended,33.0,0.0,0.0,-,0.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678910,121,C,03,Furlenco Toastmasters Club,Active,29.0,14.0,2.0,-,5.0,11.0,0.3793,Active,11.0,0.3793,Active,27.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28680500,121,C,03,eGov Toastmasters Club,Active,20.0,30.0,1.0,-,0.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,30.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
4410336,121,C,04,Dhwani Toastmasters,Active,32.0,33.0,9.0,Yes,25.0,26.0,0.8125,Active,23.0,0.7188,Active,74.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7502654,121,C,04,Transcend Toastmasters Club,Active,20.0,23.0,10.0,Yes,11.0,12.0,0.6,Active,23.0,1.15,Active,46.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7856506,121,C,04,Transcend Toastmasters Club - 2,Active,20.0,23.0,9.0,Yes,13.0,10.0,0.5,Active,23.0,1.15,Active,46.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7962666,121,C,04,Transcend Toastmasters Club 3,Active,20.0,21.0,10.0,Yes,9.0,14.0,0.7,Active,21.0,1.05,Active,44.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
3984104,121,D,01,Calicut Toastmasters,Active,22.0,25.0,10.0,Yes,18.0,19.0,0.8636,Active,19.0,0.8636,Active,56.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
6750919,121,D,01,Kannur Toastmasters Club,Active,10.0,10.0,8.0,-,5.0,9.0,0.9,Active,7.0,0.7,Active,21.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28675444,121,D,01,Advanced Debate Club,Active,11.0,10.0,2.0,-,2.0,8.0,0.7273,Active,10.0,0.9091,Active,20.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28676179,121,D,01,Malabar Toastmasters Club,Active,23.0,25.0,10.0,Yes,17.0,18.0,0.7826,Active,15.0,0.6522,Active,51.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
1872178,121,D,02,Toastmasters Club Of Thrissur,Active,22.0,25.0,10.0,Yes,17.0,20.0,0.9091,Active,17.0,0.7727,Active,54.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
5915386,121,D,02,Enterprising Toastmasters of Palakkad,Active,27.0,27.0,10.0,Yes,14.0,23.0,0.8519,Active,19.0,0.7037,Active,56.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7173481,121,D,02,Perinthalmanna Toastmasters Club,Ineligible,12.0,0.0,1.0,-,0.0,12.0,1.0,Active,0.0,0.0,Renewals not here,12.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28676579,121,D,02,Kasaragod Toastmasters Club,Active,11.0,8.0,2.0,-,10.0,4.0,0.3636,Active,3.0,0.2727,Active,17.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678457,121,D,02,Ayur Path Toastmasters Club,Suspended,23.0,0.0,0.0,-,0.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
4327554,121,D,03,Orators Toastmasters,Active,9.0,11.0,8.0,-,6.0,8.0,0.8889,Active,10.0,1.1111,Active,24.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7814695,121,D,03,Thrissur Malayalam Toastmasters,Active,15.0,9.0,4.0,-,2.0,9.0,0.6,Active,8.0,0.5333,Active,19.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7902228,121,D,03,ME Kerala Toastmasters Club,Active,20.0,11.0,5.0,-,1.0,15.0,0.75,Active,11.0,0.55,Active,27.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28675709,121,D,03,Sahrdaya Toastmasters Club,Ineligible,20.0,0.0,5.0,-,3.0,7.0,0.35,Active,0.0,0.0,Renewals not here,10.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
1207477,121,D,04,EKM Toastmasters,Active,25.0,21.0,9.0,Yes,10.0,19.0,0.76,Active,17.0,0.68,Active,46.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7397586,121,D,04,Black Gold Toastmasters,Active,20.0,20.0,2.0,-,6.0,16.0,0.8,Active,18.0,0.9,Active,40.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7854448,121,D,04,Heritage Toastmasters,Active,11.0,8.0,1.0,-,2.0,7.0,0.6364,Active,7.0,0.6364,Active,16.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7877475,121,D,04,Cask Orators,Active,19.0,25.0,10.0,Yes,22.0,21.0,1.1053,Active,24.0,1.2632,Active,67.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7527118,121,D,05,Lead Orators Toastmasters,Suspended,8.0,0.0,0.0,-,0.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7657832,121,D,05,Bioingredia Toastmasters Club,Active,8.0,11.0,3.0,-,11.0,3.0,0.375,Active,11.0,1.375,Active,25.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7847626,121,D,05,Lead Champions Toastmasters Club,Suspended,11.0,0.0,0.0,-,0.0,3.0,0.2727,Active,0.0,0.0,Renewals not here,3.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7847628,121,D,05,LEAD THE WORLD TOASTMASTERS CLUB,Suspended,8.0,0.0,0.0,-,0.0,3.0,0.375,Active,0.0,0.0,Renewals not here,3.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
3859695,121,E,01,IBC Titans Toastmasters Club,Active,13.0,9.0,4.0,-,7.0,9.0,0.6923,Active,5.0,0.3846,Active,21.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
4113936,121,E,01,Infinera Toastmasters,Active,20.0,22.0,8.0,Yes,6.0,20.0,1.0,Active,22.0,1.1,Active,48.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28676711,121,E,01,Melange Toastmasters Club,Active,11.0,8.0,5.0,-,2.0,11.0,1.0,Active,8.0,0.7273,Active,21.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28676900,121,E,01,Acuity Toastmasters Open Mic,Active,37.0,31.0,10.0,Yes,29.0,16.0,0.4324,Active,19.0,0.5135,Active,64.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
5412566,121,E,02,RIPPLERS,Active,23.0,35.0,10.0,Yes,35.0,23.0,1.0,Active,21.0,0.913,Active,79.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
6427472,121,E,02,Lead India Speakers Club,Active,17.0,22.0,10.0,Yes,19.0,12.0,0.7059,Active,13.0,0.7647,Active,44.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7711039,121,E,02,Words Worth Toastmasters,Active,39.0,35.0,10.0,Yes,14.0,31.0,0.7949,Active,34.0,0.8718,Active,79.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28676701,121,E,02,Evolve Toastmasters,Active,32.0,33.0,10.0,Yes,16.0,24.0,0.75,Active,25.0,0.7812,Active,65.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
2405453,121,E,03,vTalk Toastmasters Club,Active,25.0,8.0,5.0,-,4.0,9.0,0.36,Active,8.0,0.32,Active,21.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
6831114,121,E,03,Leaders Speak,Active,29.0,22.0,9.0,Yes,16.0,18.0,0.6207,Active,17.0,0.5862,Active,51.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7460211,121,E,03,WeSpeak Toastmasters Club,Active,33.0,25.0,10.0,Yes,19.0,32.0,0.9697,Active,24.0,0.7273,Active,75.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678473,121,E,03,Flexera Toastmasters,Active,38.0,38.0,5.0,Yes,42.0,19.0,0.5,Active,15.0,0.3947,Active,76.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
632425,121,E,04,CMS Speakers Forum Toastmasters Club,Active,20.0,8.0,6.0,-,3.0,16.0,0.8,Active,8.0,0.4,Active,27.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
725960,121,E,04,Jain Toastmasters Club,Active,20.0,8.0,7.0,-,4.0,16.0,0.8,Active,8.0,0.4,Active,28.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
726395,121,E,04,SBMJC Toastmasters Club,Active,20.0,8.0,7.0,-,5.0,15.0,0.75,Active,8.0,0.4,Active,28.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
726698,121,E,04,Mahaveer Toastmasters Club,Active,20.0,8.0,7.0,-,4.0,15.0,0.75,Active,8.0,0.4,Active,27.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
3014292,121,F,01,TAPMI Toastmasters,Active,15.0,8.0,10.0,-,10.0,10.0,0.6667,Active,8.0,0.5333,Active,28.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
3900632,121,F,01,Manipal-Udupi Toastmasters Club,Active,10.0,20.0,7.0,Yes,13.0,9.0,0.9,Active,10.0,1.0,Active,32.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
6843977,121,F,01,MAHE Toastmasters Club,Active,25.0,30.0,10.0,Yes,21.0,25.0,1.0,Active,26.0,1.04,Active,72.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28676491,121,F,01,Udupi Toastmasters Club,Active,29.0,17.0,4.0,-,14.0,12.0,0.4138,Active,9.0,0.3103,Active,35.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
585650,121,F,02,Mangalore Club,Active,33.0,33.0,10.0,Yes,8.0,34.0,1.0303,Active,30.0,0.9091,Active,72.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
1600545,121,F,02,INSPIRON Toastmasters Club,Active,30.0,8.0,2.0,-,0.0,10.0,0.3333,Active,8.0,0.2667,Active,18.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7817375,121,F,02,Karavali Toastmasters Club,Active,36.0,25.0,10.0,Yes,12.0,25.0,0.6944,Active,21.0,0.5833,Active,59.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7854374,121,F,02,Roshni Toastmasters Club,Active,20.0,9.0,4.0,-,3.0,8.0,0.4,Active,8.0,0.4,Active,19.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
3698,121,F,03,Winners Club ,Active,42.0,25.0,10.0,Yes,10.0,22.0,0.5238,Active,21.0,0.5,Active,53.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7325136,121,F,03,Bantwal Speech Weavers,Active,17.0,20.0,9.0,Yes,12.0,16.0,0.9412,Active,15.0,0.8824,Active,43.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7860728,121,F,03,Yenunciate Toastmasters Club,Active,8.0,22.0,4.0,-,20.0,3.0,0.375,Active,16.0,2.0,Active,39.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7877748,121,F,03,Let's Debate Toastmasters Club,Active,31.0,21.0,9.0,Yes,8.0,14.0,0.4516,Active,13.0,0.4194,Active,35.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678782,121,F,03,Moodbidri Toastmasters Club,Active,22.0,9.0,2.0,-,1.0,9.0,0.4091,Active,9.0,0.4091,Active,19.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28680397,121,F,03,Uxcel Toastmasters Club,Active,20.0,20.0,1.0,-,0.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,20.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
2818428,121,F,04,Milagres Toastmasters,Active,24.0,9.0,6.0,-,4.0,9.0,0.375,Active,7.0,0.2917,Active,20.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
3965394,121,F,04,Port Town Advanced Toastmasters,Active,55.0,27.0,10.0,Yes,16.0,28.0,0.5091,Active,22.0,0.4,Active,66.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7575734,121,F,04,Agnesian Toastmasters,Active,20.0,20.0,10.0,Yes,17.0,13.0,0.65,Active,9.0,0.45,Active,39.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677717,121,F,04,Niveus Toastmasters Club,Active,29.0,15.0,10.0,-,8.0,15.0,0.5172,Active,14.0,0.4828,Active,37.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678985,121,F,04,Champion Evaluators Advanced Toastmasters Club,Active,23.0,20.0,7.0,Yes,7.0,25.0,1.087,Active,18.0,0.7826,Active,50.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
1597746,121,F,05,ProAct Toastmasters Club,Active,19.0,20.0,6.0,Yes,14.0,14.0,0.7368,Active,11.0,0.5789,Active,39.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7845796,121,F,05,Konkan Toastmasters,Active,35.0,20.0,5.0,Yes,3.0,20.0,0.5714,Active,17.0,0.4857,Active,40.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
