Club Number,District,Division,Area,Club Name,Club Status,Base Membership,Active Membership,Goals Met,Distinguished Status,Total New Members,September Renewals,September Renewals %,September Renewal Status,March Renewals,March Renewals %,March Renewal Status,Total Payments,July,August,September,October,November,December,January,February,March,April,May,June,Smedley Award Eligibility,Smedley Award Goal,Talk Up Eligibility,Talk Up Goal,Beat the Clock Eligibility,Beat the Clock Goal
7860728,121,F,03,Yenunciate Toastmasters Club,Active,8.0,22.0,4.0,-,20.0,3.0,0.375,Active,16.0,2.0,Active,39.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7877748,121,F,03,Let's Debate Toastmasters Club,Active,31.0,21.0,9.0,Yes,8.0,14.0,0.4516,Active,13.0,0.4194,Active,35.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678782,121,F,03,Moodbidri Toastmasters Club,Active,22.0,9.0,2.0,-,1.0,9.0,0.4091,Active,9.0,0.4091,Active,19.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28680397,121,F,03,Uxcel Toastmasters Club,Active,20.0,20.0,1.0,-,0.0,0.0,0.0,Renewals not here,0.0,0.0,Renewals not here,20.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
2818428,121,F,04,Milagres Toastmasters,Active,24.0,9.0,6.0,-,4.0,9.0,0.375,Active,7.0,0.2917,Active,20.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
3965394,121,F,04,Port Town Advanced Toastmasters,Active,55.0,27.0,10.0,Yes,16.0,28.0,0.5091,Active,22.0,0.4,Active,66.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7575734,121,F,04,Agnesian Toastmasters,Active,20.0,20.0,10.0,Yes,17.0,13.0,0.65,Active,9.0,0.45,Active,39.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28677717,121,F,04,Niveus Toastmasters Club,Active,29.0,15.0,10.0,-,8.0,15.0,0.5172,Active,14.0,0.4828,Active,37.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678985,121,F,04,Champion Evaluators Advanced Toastmasters Club,Active,23.0,20.0,7.0,Yes,7.0,25.0,1.087,Active,18.0,0.7826,Active,50.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
1597746,121,F,05,ProAct Toastmasters Club,Active,19.0,20.0,6.0,Yes,14.0,14.0,0.7368,Active,11.0,0.5789,Active,39.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7845796,121,F,05,Konkan Toastmasters,Active,35.0,20.0,5.0,Yes,3.0,20.0,0.5714,Active,17.0,0.4857,Active,40.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
7856512,121,F,05,St Aloysius Toastmasters Club,Active,20.0,13.0,10.0,-,11.0,21.0,1.05,Active,12.0,0.6,Active,44.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28678100,121,F,05,Coastal Divas Toastmasters Club,Active,21.0,20.0,7.0,Yes,8.0,15.0,0.7143,Active,12.0,0.5714,Active,35.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
28679902,121,F,05,EG India Toastmasters Club,Active,45.0,45.0,1.0,-,0.0,0.0,0.0,Renewals not here,45.0,1.0,Active,90.0,0,0,0,0,0,0,0,0,0,0,0,0,No,5,No,5,No,5
